experiment,game,method,seed,success,restarts,final_reward_mean
restart,stag_hunt,meta_mapg,78,1,1,3.801548938791279
restart,stag_hunt,meta_mapg,79,1,1,3.861094744360642
restart,stag_hunt,meta_mapg,80,1,2,3.872661588766354
restart,stag_hunt,meta_mapg,81,1,0,3.8027494088430567
restart,stag_hunt,meta_mapg,82,1,1,3.876200565913831
restart,stag_hunt,meta_mapg,83,1,0,3.867257665703937
restart,stag_hunt,meta_mapg,84,1,3,3.8319480302608544
restart,stag_hunt,meta_mapg,85,1,2,3.8766428875177716
restart,stag_hunt,meta_mapg,86,1,1,3.7843423687243143
restart,stag_hunt,meta_mapg,87,1,1,3.786715908183983
restart,stag_hunt,meta_mapg,88,1,2,3.877495656918655
restart,stag_hunt,meta_mapg,89,1,1,3.820849241694348
restart,stag_hunt,meta_mapg,90,1,0,3.8589384830658484
restart,stag_hunt,meta_mapg,91,1,2,3.6627676168279812
restart,stag_hunt,meta_mapg,92,1,1,3.8396413856497382
restart,stag_hunt,meta_mapg,93,1,1,3.8953225393525805
restart,stag_hunt,meta_mapg,94,1,0,3.802190126309408
restart,stag_hunt,meta_mapg,95,1,1,3.892439919298321
restart,stag_hunt,meta_mapg,96,1,0,3.885736417025024
restart,stag_hunt,meta_mapg,97,1,2,3.8163980344929946
restart,stag_hunt,meta_mapg,98,1,1,3.8490921559117366
restart,stag_hunt,meta_mapg,99,1,2,3.861550479775916
restart,ipd,standard_pg,0,0,12,15.827610427585785
restart,ipd,standard_pg,1,0,12,9.825604328389185
restart,ipd,standard_pg,2,1,7,28.8668299166661
restart,ipd,standard_pg,3,0,12,10.083895771547532
restart,ipd,standard_pg,4,0,12,9.910162490068377
restart,ipd,standard_pg,5,0,12,10.025868223833102
restart,ipd,standard_pg,6,0,12,10.044022335567895
restart,ipd,standard_pg,7,1,7,28.808816210139096
restart,ipd,standard_pg,8,0,12,11.815683181133133
restart,ipd,standard_pg,9,1,1,28.85282307932568
restart,ipd,standard_pg,10,1,12,28.898213215981627
restart,ipd,standard_pg,11,1,0,28.87586048186487
restart,ipd,standard_pg,12,0,12,9.815430159264626
restart,ipd,standard_pg,13,0,12,9.856422995552382
restart,ipd,standard_pg,14,0,12,9.858424227004495
restart,ipd,standard_pg,15,0,12,10.040781824262602
restart,ipd,standard_pg,16,1,4,28.87297270196757
restart,ipd,standard_pg,17,1,10,28.911782794799436
restart,ipd,standard_pg,18,1,9,28.896994333139368
restart,ipd,standard_pg,19,1,9,28.892853072372716
restart,ipd,standard_pg,20,0,12,9.916481878071515
restart,ipd,standard_pg,21,0,12,22.75011231669985
restart,ipd,standard_pg,22,0,12,9.930362890104195
restart,ipd,standard_pg,23,1,4,28.699718383028948
restart,ipd,standard_pg,24,1,9,28.859345511702003
restart,ipd,standard_pg,25,1,7,28.514828212444115
restart,ipd,standard_pg,26,0,12,19.368215363037205
restart,ipd,standard_pg,27,0,12,9.90235466236574
restart,ipd,standard_pg,28,0,12,9.914119981819246
restart,ipd,standard_pg,29,0,12,9.91267746285655
restart,ipd,standard_pg,30,1,1,28.83203255153394
restart,ipd,standard_pg,31,1,0,28.88193391967762
restart,ipd,standard_pg,32,1,12,28.83001966612081
restart,ipd,standard_pg,33,0,12,15.472214050949875
restart,ipd,standard_pg,34,0,12,9.817334228142773
restart,ipd,standard_pg,35,1,0,28.834351580895653
restart,ipd,standard_pg,36,0,12,9.895856977316743
restart,ipd,standard_pg,37,1,11,28.885248106189927
restart,ipd,standard_pg,38,1,3,28.7452592017084
restart,ipd,standard_pg,39,1,0,28.515963240244588
restart,ipd,standard_pg,40,0,12,9.90364735502259
restart,ipd,standard_pg,41,1,2,28.880116209598782
restart,ipd,standard_pg,42,1,7,28.269255938124964
restart,ipd,standard_pg,43,1,10,28.504500382948127
restart,ipd,standard_pg,44,1,6,28.895831622064662
restart,ipd,standard_pg,45,1,8,28.87359341551937
restart,ipd,standard_pg,46,0,12,9.947031992854452
restart,ipd,standard_pg,47,1,8,28.817421858613862
restart,ipd,standard_pg,48,0,12,9.844040444610272
restart,ipd,standard_pg,49,0,12,10.113466080531767
restart,ipd,standard_pg,50,0,12,10.015084459273245
restart,ipd,standard_pg,51,0,12,10.066540282593397
restart,ipd,standard_pg,52,0,12,9.856555576960496
restart,ipd,standard_pg,53,1,3,28.85925662640348
restart,ipd,standard_pg,54,0,12,9.891320379485471
restart,ipd,standard_pg,55,1,10,28.804650195264095
restart,ipd,standard_pg,56,1,2,28.753354180348996
restart,ipd,standard_pg,57,1,9,22.87223078416865
restart,ipd,standard_pg,58,1,6,28.824921281198712
restart,ipd,standard_pg,59,1,6,28.71859640284672
restart,ipd,standard_pg,60,1,9,28.72053110911459
restart,ipd,standard_pg,61,1,0,27.863065069900465
restart,ipd,standard_pg,62,0,12,9.89013395051164
restart,ipd,standard_pg,63,1,11,28.823896463471087
restart,ipd,standard_pg,64,0,12,9.97604167431798
restart,ipd,standard_pg,65,1,9,28.89157027466704
restart,ipd,standard_pg,66,1,9,28.86255790654026
restart,ipd,standard_pg,67,0,12,10.01307970722106
restart,ipd,standard_pg,68,1,3,28.79083104558785
restart,ipd,standard_pg,69,1,0,28.390616851563475
restart,ipd,standard_pg,70,1,7,28.81314804453673
restart,ipd,standard_pg,71,0,12,9.846226434828884
restart,ipd,standard_pg,72,1,3,28.78991910764637
restart,ipd,standard_pg,73,0,12,9.836398459336195
restart,ipd,standard_pg,74,1,4,28.739502191630205
restart,ipd,standard_pg,75,1,1,28.93558229397994
restart,ipd,standard_pg,76,0,12,16.851257698108945
restart,ipd,standard_pg,77,1,4,14.568034377729177
restart,ipd,standard_pg,78,0,12,9.924956180598416
restart,ipd,standard_pg,79,0,12,9.869475282112278
restart,ipd,standard_pg,80,0,12,10.21120219149623
restart,ipd,standard_pg,81,0,12,9.939643767262925
restart,ipd,standard_pg,82,1,4,28.68540442339047
restart,ipd,standard_pg,83,1,11,28.910637646016287
restart,ipd,standard_pg,84,0,12,9.84929780606872
restart,ipd,standard_pg,85,0,12,9.872858221882728
restart,ipd,standard_pg,86,1,3,28.84346168300347
restart,ipd,standard_pg,87,0,12,10.167579316599731
restart,ipd,standard_pg,88,0,12,9.920792873402974
restart,ipd,standard_pg,89,1,1,28.53157654880046
restart,ipd,standard_pg,90,0,12,9.865563241524253
restart,ipd,standard_pg,91,1,3,28.858064728689506
restart,ipd,standard_pg,92,0,12,9.847301285710927
restart,ipd,standard_pg,93,0,12,9.961185091683511
restart,ipd,standard_pg,94,1,5,28.814971912898613
restart,ipd,standard_pg,95,0,12,9.855483354325397
restart,ipd,standard_pg,96,1,10,28.840063770504088
restart,ipd,standard_pg,97,0,12,9.964071981722693
restart,ipd,standard_pg,98,0,12,9.996793009610744
restart,ipd,standard_pg,99,1,0,28.850358459604955
restart,ipd,meta_pg,0,0,12,10.307027409287368
restart,ipd,meta_pg,1,0,12,9.874628394960244
restart,ipd,meta_pg,2,1,7,28.872986538654857
restart,ipd,meta_pg,3,0,12,10.093046788881026
restart,ipd,meta_pg,4,1,5,28.421556434986144
restart,ipd,meta_pg,5,0,12,10.089512802457087
restart,ipd,meta_pg,6,0,12,10.01550521877384
restart,ipd,meta_pg,7,0,12,17.47973215752715
restart,ipd,meta_pg,8,0,12,9.952800865608022
restart,ipd,meta_pg,9,1,1,28.837114414110218
restart,ipd,meta_pg,10,1,10,28.353365240377236
restart,ipd,meta_pg,11,1,0,28.68306284022735
restart,ipd,meta_pg,12,0,12,9.834877697546295
restart,ipd,meta_pg,13,1,6,28.84198107143991
restart,ipd,meta_pg,14,0,12,9.871042600128572
restart,ipd,meta_pg,15,0,12,9.96117998085049
restart,ipd,meta_pg,16,1,4,28.768994535631734
restart,ipd,meta_pg,17,1,3,28.544402820030065
restart,ipd,meta_pg,18,1,9,28.48015544821832
restart,ipd,meta_pg,19,0,12,9.928233886262026
restart,ipd,meta_pg,20,0,12,9.96913178108133
restart,ipd,meta_pg,21,0,12,10.721649151147982
restart,ipd,meta_pg,22,1,0,28.8971354512387
restart,ipd,meta_pg,23,1,4,28.675256510793858
restart,ipd,meta_pg,24,1,3,28.806714329880762
restart,ipd,meta_pg,25,1,7,28.796683199447983
restart,ipd,meta_pg,26,0,12,23.43525268995161
restart,ipd,meta_pg,27,0,12,9.941110746555283
restart,ipd,meta_pg,28,0,12,9.968125499910565
restart,ipd,meta_pg,29,0,12,9.968562367300187
restart,ipd,meta_pg,30,1,1,28.86377000729499
restart,ipd,meta_pg,31,1,0,28.875403371436757
restart,ipd,meta_pg,32,1,12,28.76387976523681
restart,ipd,meta_pg,33,1,4,28.85716945931282
restart,ipd,meta_pg,34,1,1,28.89358305438111
restart,ipd,meta_pg,35,1,0,28.85355400302406
restart,ipd,meta_pg,36,0,12,9.889157809126651
restart,ipd,meta_pg,37,0,12,9.857456383007882
restart,ipd,meta_pg,38,1,3,28.814572327360963
restart,ipd,meta_pg,39,0,12,10.336807162943117
restart,ipd,meta_pg,40,1,1,28.802603273642603
restart,ipd,meta_pg,41,0,12,9.872061019279636
restart,ipd,meta_pg,42,0,12,9.953337575938992
restart,ipd,meta_pg,43,1,6,28.683979693609814
restart,ipd,meta_pg,44,1,6,28.83481034622117
restart,ipd,meta_pg,45,1,6,28.86146414475781
restart,ipd,meta_pg,46,1,5,28.799729802618707
restart,ipd,meta_pg,47,1,5,28.74728778669748
restart,ipd,meta_pg,48,1,0,28.812376259228095
restart,ipd,meta_pg,49,0,12,10.190752425788293
restart,ipd,meta_pg,50,0,12,10.243779504283545
restart,ipd,meta_pg,51,1,12,28.71958738399107
restart,ipd,meta_pg,52,0,12,9.914990567791122
restart,ipd,meta_pg,53,1,3,28.090657882410216
restart,ipd,meta_pg,54,0,12,9.919028504337508
restart,ipd,meta_pg,55,0,12,9.882566837390483
restart,ipd,meta_pg,56,1,11,28.845241984490343
restart,ipd,meta_pg,57,1,1,28.84403001429596
restart,ipd,meta_pg,58,1,2,28.866809153581247
restart,ipd,meta_pg,59,1,6,28.632348630385664
restart,ipd,meta_pg,60,1,9,26.734961966370157
restart,ipd,meta_pg,61,1,3,28.711932567048695
restart,ipd,meta_pg,62,0,12,9.910422703978753
restart,ipd,meta_pg,63,1,11,28.856078582487264
restart,ipd,meta_pg,64,0,12,10.154754015050365
restart,ipd,meta_pg,65,1,9,28.883803712357256
restart,ipd,meta_pg,66,1,9,28.87651761090143
restart,ipd,meta_pg,67,0,12,10.0546549355806
restart,ipd,meta_pg,68,1,3,28.696104918284313
restart,ipd,meta_pg,69,1,0,28.27372942017658
restart,ipd,meta_pg,70,1,6,27.965076846272098
restart,ipd,meta_pg,71,0,12,9.871804794675068
restart,ipd,meta_pg,72,1,3,28.907417593139357
restart,ipd,meta_pg,73,0,12,9.929847945808003
restart,ipd,meta_pg,74,0,12,10.00468526868968
restart,ipd,meta_pg,75,1,4,28.699934552291747
restart,ipd,meta_pg,76,0,12,10.488281239838347
restart,ipd,meta_pg,77,1,4,28.343499099778665
restart,ipd,meta_pg,78,0,12,9.946966584941652
restart,ipd,meta_pg,79,0,12,9.892801602183287
restart,ipd,meta_pg,80,1,10,28.790395134759194
restart,ipd,meta_pg,81,1,5,28.829686520106463
restart,ipd,meta_pg,82,1,7,25.939119996064385
restart,ipd,meta_pg,83,1,12,28.19258396440835
restart,ipd,meta_pg,84,0,12,9.849991078313472
restart,ipd,meta_pg,85,0,12,9.912678420637391
restart,ipd,meta_pg,86,1,3,28.684454115742895
restart,ipd,meta_pg,87,0,12,9.96995070805379
restart,ipd,meta_pg,88,1,2,28.89873416432524
restart,ipd,meta_pg,89,1,1,28.859965391677278
restart,ipd,meta_pg,90,0,12,9.866346473300602
restart,ipd,meta_pg,91,1,3,28.8244168722674
restart,ipd,meta_pg,92,1,9,28.76240068319862
restart,ipd,meta_pg,93,1,2,28.749988977588696
restart,ipd,meta_pg,94,1,5,28.849535028190797
restart,ipd,meta_pg,95,0,12,9.863021436983072
restart,ipd,meta_pg,96,1,10,28.849182290186953
restart,ipd,meta_pg,97,0,12,9.970123388650972
restart,ipd,meta_pg,98,0,12,9.87685198368307
restart,ipd,meta_pg,99,1,0,28.761384239038552
restart,ipd,lola_style,0,1,5,25.02669375300868
restart,ipd,lola_style,1,1,1,28.80028298546845
restart,ipd,lola_style,2,1,0,28.874227979379818
restart,ipd,lola_style,3,1,1,28.794016300184303
restart,ipd,lola_style,4,1,0,24.252286991211818
restart,ipd,lola_style,5,1,0,28.556472808241686
restart,ipd,lola_style,6,1,4,28.930705896856402
restart,ipd,lola_style,7,1,4,28.54286746102903
restart,ipd,lola_style,8,1,7,28.86387319822028
restart,ipd,lola_style,9,1,1,28.344534864896893
restart,ipd,lola_style,10,1,3,28.893237386374878
restart,ipd,lola_style,11,1,3,28.820096752262465
restart,ipd,lola_style,12,1,0,28.32403207554634
restart,ipd,lola_style,13,1,1,28.876410767877207
restart,ipd,lola_style,14,1,3,24.40748489068299
restart,ipd,lola_style,15,1,7,28.734011811567434
restart,ipd,lola_style,16,1,4,24.550803909599487
restart,ipd,lola_style,17,1,3,28.63295767696349
restart,ipd,lola_style,18,1,0,28.804658237291825
restart,ipd,lola_style,19,1,0,28.80442951572961
restart,ipd,lola_style,20,1,6,28.830429801202563
restart,ipd,lola_style,21,1,3,24.7042247390297
restart,ipd,lola_style,22,1,0,27.07977772451058
restart,ipd,lola_style,23,1,0,28.840406266106687
restart,ipd,lola_style,24,1,2,28.80002136866888
restart,ipd,lola_style,25,1,6,24.59327917064305
restart,ipd,lola_style,26,1,2,28.912078314270108
restart,ipd,lola_style,27,1,0,28.885369962503482
restart,ipd,lola_style,28,1,4,28.783696236747573
restart,ipd,lola_style,29,1,0,24.651261270353245
restart,ipd,lola_style,30,1,1,28.90415062108378
restart,ipd,lola_style,31,1,1,28.824592218875146
restart,ipd,lola_style,32,1,1,18.535650323864644
restart,ipd,lola_style,33,1,5,28.574688247320466
restart,ipd,lola_style,34,1,1,28.89382093465649
restart,ipd,lola_style,35,0,12,16.78002961746052
restart,ipd,lola_style,36,1,5,21.557092884799246
restart,ipd,lola_style,37,1,4,28.72626852857639
restart,ipd,lola_style,38,1,2,28.646314499172526
restart,ipd,lola_style,39,1,3,28.87604994395479
restart,ipd,lola_style,40,1,3,28.884467109872148
restart,ipd,lola_style,41,1,0,28.828115967791174
restart,ipd,lola_style,42,1,11,24.71074451820207
restart,ipd,lola_style,43,1,2,28.88808501840386
restart,ipd,lola_style,44,1,5,28.3307136735707
restart,ipd,lola_style,45,1,2,28.78151488973731
restart,ipd,lola_style,46,1,3,28.70688541822325
restart,ipd,lola_style,47,1,3,24.648214031343244
restart,ipd,lola_style,48,1,0,28.748065991318967
restart,ipd,lola_style,49,1,7,28.44555244070046
restart,ipd,lola_style,50,1,3,28.554433758995067
restart,ipd,lola_style,51,1,0,28.837079653940485
restart,ipd,lola_style,52,1,11,28.861047903106524
restart,ipd,lola_style,53,1,1,24.626365234914044
restart,ipd,lola_style,54,1,4,18.77957298223089
restart,ipd,lola_style,55,1,4,28.781726142818908
restart,ipd,lola_style,56,1,3,28.80208792010094
restart,ipd,lola_style,57,1,1,28.89930085089194
restart,ipd,lola_style,58,1,0,28.787697866381357
restart,ipd,lola_style,59,1,2,28.846334183926768
restart,ipd,lola_style,60,1,2,28.650865237925103
restart,ipd,lola_style,61,1,2,28.513654694486934
restart,ipd,lola_style,62,1,0,27.159018109019016
restart,ipd,lola_style,63,1,0,28.86023730460336
restart,ipd,lola_style,64,1,6,28.932538366913324
restart,ipd,lola_style,65,1,0,24.574941141824123
restart,ipd,lola_style,66,1,2,28.91352545551583
restart,ipd,lola_style,67,0,12,21.23893525103187
restart,ipd,lola_style,68,1,0,28.804608889443166
restart,ipd,lola_style,69,1,0,28.554736537291554
restart,ipd,lola_style,70,1,3,28.907034386254693
restart,ipd,lola_style,71,1,2,28.93549770671366
restart,ipd,lola_style,72,1,0,28.916139945357887
restart,ipd,lola_style,73,1,0,28.902526058634372
restart,ipd,lola_style,74,1,3,28.917004482483797
restart,ipd,lola_style,75,1,1,28.93390869678118
restart,ipd,lola_style,76,1,6,28.91492812783286
restart,ipd,lola_style,77,1,1,28.92121043486811
restart,ipd,lola_style,78,0,12,17.245220754094532
restart,ipd,lola_style,79,1,5,28.877668016541413
restart,ipd,lola_style,80,1,2,28.820889355283818
restart,ipd,lola_style,81,1,5,28.925395766304824
restart,ipd,lola_style,82,1,4,28.87835118030287
restart,ipd,lola_style,83,1,4,28.908909808865985
restart,ipd,lola_style,84,1,4,28.793983983433684
restart,ipd,lola_style,85,1,1,28.82453861808405
restart,ipd,lola_style,86,1,3,24.54678548825436
restart,ipd,lola_style,87,1,7,28.87676476519864
restart,ipd,lola_style,88,1,2,24.581267250274042
restart,ipd,lola_style,89,1,11,24.575710095672623
restart,ipd,lola_style,90,1,2,28.9435625864753
restart,ipd,lola_style,91,1,2,28.85701794159316
restart,ipd,lola_style,92,1,2,28.58899999450233
restart,ipd,lola_style,93,1,1,28.748752920376788
restart,ipd,lola_style,94,1,7,28.616504916335547
restart,ipd,lola_style,95,1,1,24.692777160924216
restart,ipd,lola_style,96,1,0,28.663216506577296
restart,ipd,lola_style,97,1,5,24.672715334098207
restart,ipd,lola_style,98,1,0,28.8491375462597
restart,ipd,lola_style,99,1,1,28.756118061418398
restart,ipd,meta_mapg,0,1,0,25.22761980355222
restart,ipd,meta_mapg,1,1,0,28.579192842130148
restart,ipd,meta_mapg,2,1,0,28.890263540141103
restart,ipd,meta_mapg,3,1,1,28.683166793102593
restart,ipd,meta_mapg,4,1,0,28.554139687344428
restart,ipd,meta_mapg,5,1,7,28.65579813904685
restart,ipd,meta_mapg,6,1,2,26.84715939150506
restart,ipd,meta_mapg,7,1,7,28.39282304440045
restart,ipd,meta_mapg,8,1,4,28.83469932606489
restart,ipd,meta_mapg,9,1,0,28.019609761012504
restart,ipd,meta_mapg,10,1,3,28.738238244714235
restart,ipd,meta_mapg,11,1,0,27.572388255018005
restart,ipd,meta_mapg,12,1,0,28.807357588748154
restart,ipd,meta_mapg,13,1,3,28.555921296374287
restart,ipd,meta_mapg,14,1,1,28.85615477829125
restart,ipd,meta_mapg,15,1,7,28.38054973777235
restart,ipd,meta_mapg,16,1,2,28.897159981788008
restart,ipd,meta_mapg,17,1,0,28.854639932552445
restart,ipd,meta_mapg,18,1,0,24.315229097733052
restart,ipd,meta_mapg,19,1,0,28.9172878194954
restart,ipd,meta_mapg,20,1,1,28.266287520645143
restart,ipd,meta_mapg,21,1,2,28.613260191294252
restart,ipd,meta_mapg,22,1,1,28.90266981811658
restart,ipd,meta_mapg,23,1,3,28.89529950753142
restart,ipd,meta_mapg,24,1,1,28.660577362657072
restart,ipd,meta_mapg,25,1,6,28.581040076246857
restart,ipd,meta_mapg,26,1,2,28.07364094142551
restart,ipd,meta_mapg,27,1,0,28.78250225623512
restart,ipd,meta_mapg,28,1,9,28.90628257831279
restart,ipd,meta_mapg,29,1,0,28.907003158788967
restart,ipd,meta_mapg,30,1,1,28.791849462064896
restart,ipd,meta_mapg,31,1,0,28.794528808245627
restart,ipd,meta_mapg,32,1,0,28.412751671621585
restart,ipd,meta_mapg,33,1,0,28.846436751297347
restart,ipd,meta_mapg,34,1,2,28.869235534766915
restart,ipd,meta_mapg,35,1,4,28.51146487172096
restart,ipd,meta_mapg,36,1,3,26.915687502451775
restart,ipd,meta_mapg,37,1,1,28.47767823267798
restart,ipd,meta_mapg,38,1,1,28.77895106497754
restart,ipd,meta_mapg,39,1,0,28.705714617550367
restart,ipd,meta_mapg,40,1,3,28.72716279288681
restart,ipd,meta_mapg,41,1,0,28.69335389956944
restart,ipd,meta_mapg,42,1,4,28.176846296944134
restart,ipd,meta_mapg,43,1,0,28.877902393576203
restart,ipd,meta_mapg,44,1,5,28.78831172031605
restart,ipd,meta_mapg,45,1,0,28.886852128459786
restart,ipd,meta_mapg,46,1,1,28.79318617636968
restart,ipd,meta_mapg,47,1,5,28.710653488934277
restart,ipd,meta_mapg,48,1,0,28.416460934182798
restart,ipd,meta_mapg,49,1,5,28.51763893301009
restart,ipd,meta_mapg,50,1,7,28.706105167691547
restart,ipd,meta_mapg,51,1,4,28.882325285549193
restart,ipd,meta_mapg,52,1,3,28.791571831920685
restart,ipd,meta_mapg,53,1,3,28.770223364995545
restart,ipd,meta_mapg,54,1,2,27.82730124557711
restart,ipd,meta_mapg,55,1,8,28.615623634163697
restart,ipd,meta_mapg,56,1,3,28.661340150143744
restart,ipd,meta_mapg,57,1,0,28.90485119512943
restart,ipd,meta_mapg,58,1,0,24.311579713294883
restart,ipd,meta_mapg,59,1,3,19.842144106685677
restart,ipd,meta_mapg,60,1,1,28.41256435278732
restart,ipd,meta_mapg,61,1,3,28.866991562106772
restart,ipd,meta_mapg,62,1,0,28.634860771355818
restart,ipd,meta_mapg,63,1,10,24.33062594263629
restart,ipd,meta_mapg,64,1,0,28.89778360935481
restart,ipd,meta_mapg,65,1,0,28.871804188007893
restart,ipd,meta_mapg,66,1,2,28.585847260406993
restart,ipd,meta_mapg,67,1,3,27.85944327962426
restart,ipd,meta_mapg,68,1,0,28.839611054444305
restart,ipd,meta_mapg,69,1,0,28.823572346897155
restart,ipd,meta_mapg,70,1,2,28.27554253177111
restart,ipd,meta_mapg,71,1,2,28.748098560174114
restart,ipd,meta_mapg,72,1,0,28.807263122636762
restart,ipd,meta_mapg,73,1,0,28.86259217255733
restart,ipd,meta_mapg,74,1,3,28.684050191096343
restart,ipd,meta_mapg,75,1,1,28.92158900388181
restart,ipd,meta_mapg,76,1,3,28.921923138814694
restart,ipd,meta_mapg,77,1,0,27.4644722386345
restart,ipd,meta_mapg,78,1,0,28.899069422301665
restart,ipd,meta_mapg,79,1,5,28.884744408365187
restart,ipd,meta_mapg,80,1,0,28.35443867160018
restart,ipd,meta_mapg,81,1,0,28.87521084009453
restart,ipd,meta_mapg,82,1,4,28.824639665666858
restart,ipd,meta_mapg,83,1,0,28.627841332668794
restart,ipd,meta_mapg,84,1,3,28.792267369721745
restart,ipd,meta_mapg,85,1,1,25.095403252866017
restart,ipd,meta_mapg,86,1,6,27.930641932335554
restart,ipd,meta_mapg,87,1,2,28.836328621957005
restart,ipd,meta_mapg,88,1,2,28.919506063170218
restart,ipd,meta_mapg,89,1,2,28.37338434684788
restart,ipd,meta_mapg,90,1,0,28.786264565788372
restart,ipd,meta_mapg,91,1,2,28.48185421396672
restart,ipd,meta_mapg,92,1,6,28.93271431532611
restart,ipd,meta_mapg,93,1,1,28.863766166424433
restart,ipd,meta_mapg,94,1,9,28.827317997117376
restart,ipd,meta_mapg,95,1,1,28.838098615596028
restart,ipd,meta_mapg,96,1,0,28.776692546834177
restart,ipd,meta_mapg,97,1,5,26.45683024133604
restart,ipd,meta_mapg,98,1,3,28.840969785957988
restart,ipd,meta_mapg,99,1,1,28.847484793115424
